"","savename","model","full.name","PA","run","algo","metric.eval","cutoff","sensitivity","specificity","calibration","validation","evaluation"
"20","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN5_GLM","allData","RUN5","GLM","ROC",500,100,98.476,0.992,0.653,NA
"21","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN6_CTA","allData","RUN6","CTA","TSS",458,90.909,81.011,0.719,0.475,NA
"22","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN6_CTA","allData","RUN6","CTA","ROC",461.5,90.909,81.011,0.86,0.737,NA
"23","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN6_GLM","allData","RUN6","GLM","TSS",495,100,97.25,0.973,0,NA
"24","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN6_GLM","allData","RUN6","GLM","ROC",500,100,97.25,0.986,0.489,NA
"25","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN7_CTA","allData","RUN7","CTA","TSS",453,90.909,79.487,0.704,0.773,NA
"26","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN7_CTA","allData","RUN7","CTA","ROC",457,90.909,79.487,0.852,0.886,NA
"27","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN7_GLM","allData","RUN7","GLM","TSS",495,100,96.395,0.964,0.613,NA
"28","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN7_GLM","allData","RUN7","GLM","ROC",500,100,96.395,0.982,0.807,NA
"29","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN8_CTA","allData","RUN8","CTA","TSS",442,100,88.331,0.883,0.229,NA
"30","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN8_CTA","allData","RUN8","CTA","ROC",447,100,88.331,0.942,0.615,NA
"31","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN8_GLM","allData","RUN8","GLM","TSS",495,100,97.399,0.974,0,NA
"32","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN8_GLM","allData","RUN8","GLM","ROC",500,100,97.399,0.987,0.49,NA
"33","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN9_CTA","allData","RUN9","CTA","TSS",492,90.909,88.369,0.793,0.563,NA
"34","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN9_CTA","allData","RUN9","CTA","ROC",493.5,90.909,88.369,0.901,0.644,NA
"35","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN9_GLM","allData","RUN9","GLM","TSS",889,100,98.551,0.986,0.652,NA
"36","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN9_GLM","allData","RUN9","GLM","ROC",914,100,98.662,0.992,0.814,NA
"37","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN10_CTA","allData","RUN10","CTA","TSS",415,100,81.122,0.811,0.137,NA
"38","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN10_CTA","allData","RUN10","CTA","ROC",419.5,100,81.122,0.906,0.569,NA
"39","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN10_GLM","allData","RUN10","GLM","TSS",495,100,97.696,0.977,0,NA
"40","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN10_GLM","allData","RUN10","GLM","ROC",500,100,97.696,0.988,0.49,NA
"41","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN11_CTA","allData","RUN11","CTA","TSS",452,90.909,79.116,0.7,0.788,NA
"42","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN11_CTA","allData","RUN11","CTA","ROC",455.5,90.909,79.116,0.85,0.894,NA
"43","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN11_GLM","allData","RUN11","GLM","TSS",495,100,96.024,0.96,0.964,NA
"44","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN11_GLM","allData","RUN11","GLM","ROC",500,100,96.024,0.98,0.982,NA
"45","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN12_CTA","allData","RUN12","CTA","TSS",445,100,89.223,0.892,0.551,NA
"46","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN12_CTA","allData","RUN12","CTA","ROC",447,100,89.223,0.95,0.775,NA
"47","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN12_GLM","allData","RUN12","GLM","TSS",495,90.909,97.436,0.883,0.652,NA
"48","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN12_GLM","allData","RUN12","GLM","ROC",500,90.909,97.436,0.942,0.826,NA
"49","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN13_CTA","allData","RUN13","CTA","TSS",457,90.909,80.751,0.717,0.485,NA
"50","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN13_CTA","allData","RUN13","CTA","ROC",460.5,90.909,80.751,0.858,0.743,NA
"51","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN13_GLM","allData","RUN13","GLM","TSS",495,100,97.064,0.971,0.635,NA
"52","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN13_GLM","allData","RUN13","GLM","ROC",500,100,97.064,0.985,0.818,NA
"53","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN14_CTA","allData","RUN14","CTA","TSS",414,100,80.713,0.807,0.154,NA
"54","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN14_CTA","allData","RUN14","CTA","ROC",418,100,80.713,0.904,0.577,NA
"55","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN14_GLM","allData","RUN14","GLM","TSS",0,100,0,0.41,0.148,NA
"56","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN14_GLM","allData","RUN14","GLM","ROC",2.5,63.636,77.703,0.671,0.566,NA
"57","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN15_CTA","allData","RUN15","CTA","TSS",453,90.909,79.45,0.704,0.774,NA
"58","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN15_CTA","allData","RUN15","CTA","ROC",457,90.909,79.45,0.852,0.887,NA
"59","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN15_GLM","allData","RUN15","GLM","TSS",495,90.909,97.473,0.884,0.298,NA
"60","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN15_GLM","allData","RUN15","GLM","ROC",500,90.909,97.473,0.942,0.649,NA
"61","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN16_CTA","allData","RUN16","CTA","TSS",452,90.909,78.93,0.698,0.795,NA
"62","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN16_CTA","allData","RUN16","CTA","ROC",455.5,90.909,78.93,0.849,0.897,NA
"63","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN16_GLM","allData","RUN16","GLM","TSS",495,100,96.73,0.967,0.299,NA
"64","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN16_GLM","allData","RUN16","GLM","ROC",500,100,96.73,0.984,0.65,NA
"65","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN17_CTA","allData","RUN17","CTA","TSS",594,90.909,92.865,0.838,0.253,NA
"66","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN17_CTA","allData","RUN17","CTA","ROC",596,90.909,92.865,0.95,0.54,NA
"67","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN17_GLM","allData","RUN17","GLM","TSS",495,100,95.726,0.957,0.304,NA
"68","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN17_GLM","allData","RUN17","GLM","ROC",500,100,95.726,0.979,0.652,NA
"69","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN18_CTA","allData","RUN18","CTA","TSS",430,100,85.136,0.851,0,NA
"70","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN18_CTA","allData","RUN18","CTA","ROC",434,100,85.136,0.926,0.426,NA
"71","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN18_GLM","allData","RUN18","GLM","TSS",495,90.909,98.328,0.892,0,NA
"72","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN18_GLM","allData","RUN18","GLM","ROC",500,90.909,98.328,0.946,0.49,NA
"73","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN19_CTA","allData","RUN19","CTA","TSS",413,100,80.602,0.806,0.158,NA
"74","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN19_CTA","allData","RUN19","CTA","ROC",417.5,100,80.602,0.903,0.579,NA
"75","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN19_GLM","allData","RUN19","GLM","TSS",495,90.909,94.5,0.854,0.284,NA
"76","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN19_GLM","allData","RUN19","GLM","ROC",500,90.909,94.5,0.927,0.642,NA
"77","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN20_CTA","allData","RUN20","CTA","TSS",460,90.909,81.68,0.726,0.448,NA
"78","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN20_CTA","allData","RUN20","CTA","ROC",464,90.909,81.68,0.863,0.724,NA
"79","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN20_GLM","allData","RUN20","GLM","TSS",495,100,96.878,0.969,0.63,NA
"80","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN20_GLM","allData","RUN20","GLM","ROC",500,100,96.878,0.984,0.815,NA
"81","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN21_CTA","allData","RUN21","CTA","TSS",458,90.909,81.085,0.72,0.472,NA
"82","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN21_CTA","allData","RUN21","CTA","ROC",462,90.909,81.085,0.86,0.736,NA
"83","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN21_GLM","allData","RUN21","GLM","TSS",495,100,96.99,0.97,0.627,NA
"84","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN21_GLM","allData","RUN21","GLM","ROC",500,100,96.99,0.985,0.813,NA
"85","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN22_CTA","allData","RUN22","CTA","TSS",457,90.909,80.862,0.718,0.481,NA
"86","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN22_CTA","allData","RUN22","CTA","ROC",461,90.909,80.862,0.859,0.74,NA
"87","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN22_GLM","allData","RUN22","GLM","TSS",495,100,97.547,0.975,0.308,NA
"88","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN22_GLM","allData","RUN22","GLM","ROC",500,100,97.547,0.988,0.654,NA
"89","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN23_CTA","allData","RUN23","CTA","TSS",462,100,92.679,0.927,0.252,NA
"90","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN23_CTA","allData","RUN23","CTA","ROC",463,100,92.679,0.966,0.625,NA
"91","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN23_GLM","allData","RUN23","GLM","TSS",495,100,99.145,0.991,0,NA
"92","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN23_GLM","allData","RUN23","GLM","ROC",500,100,99.145,0.996,0.486,NA
"93","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN24_CTA","allData","RUN24","CTA","TSS",460,90.909,81.68,0.726,0.448,NA
"94","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN24_CTA","allData","RUN24","CTA","ROC",464,90.909,81.68,0.863,0.724,NA
"95","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN24_GLM","allData","RUN24","GLM","TSS",495,100,97.733,0.977,0.314,NA
"96","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN24_GLM","allData","RUN24","GLM","ROC",500,100,97.733,0.989,0.657,NA
"97","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN25_CTA","allData","RUN25","CTA","TSS",451,90.909,79.004,0.699,0.792,NA
"98","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN25_CTA","allData","RUN25","CTA","ROC",455,90.909,79.004,0.85,0.896,NA
"99","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN25_GLM","allData","RUN25","GLM","TSS",495,100,95.987,0.96,0.287,NA
"100","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN25_GLM","allData","RUN25","GLM","ROC",500,100,95.987,0.98,0.644,NA
"101","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN26_CTA","allData","RUN26","CTA","TSS",462,100,92.791,0.928,0.247,NA
"102","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN26_CTA","allData","RUN26","CTA","ROC",463.5,100,92.791,0.966,0.623,NA
"103","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN26_GLM","allData","RUN26","GLM","TSS",495,100,98.068,0.981,0,NA
"104","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN26_GLM","allData","RUN26","GLM","ROC",500,100,98.068,0.99,0.489,NA
"105","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN27_CTA","allData","RUN27","CTA","TSS",429,100,85.247,0.852,0.173,NA
"106","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN27_CTA","allData","RUN27","CTA","ROC",430,100,85.247,0.932,0.586,NA
"107","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN27_GLM","allData","RUN27","GLM","TSS",495,100,99.257,0.993,0,NA
"108","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN27_GLM","allData","RUN27","GLM","ROC",500,100,99.257,0.996,0.493,NA
"109","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN28_CTA","allData","RUN28","CTA","TSS",407,100,78.855,0.789,0.463,NA
"110","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN28_CTA","allData","RUN28","CTA","ROC",411.5,100,78.855,0.894,0.732,NA
"111","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN28_GLM","allData","RUN28","GLM","TSS",495,100,97.733,0.977,0,NA
"112","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN28_GLM","allData","RUN28","GLM","ROC",500,100,97.733,0.989,0.484,NA
"113","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN29_CTA","allData","RUN29","CTA","TSS",453,90.909,79.376,0.703,0.777,NA
"114","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN29_CTA","allData","RUN29","CTA","ROC",456.5,90.909,79.376,0.851,0.889,NA
"115","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001","Bioscatter.2017.0.001.CTA-GLM.models.out","Bioscatter.2017.0.001_allData_RUN29_GLM","allData","RUN29","GLM","TSS",495,90.909,97.547,0.885,0,NA
